route,date,daytype,rides,year,month,day,day_of_week,is_weekend,season,route_encoded,TMAX,TMIN,PRCP,SNOW,AWND,is_rainy,is_snowy,rides_lag_1,rides_lag_7,rides_rolling_7,high_load
50,2007-09-07,W,8970,2007,9,7,4,0,3,96,15.0,5.0,0.0,0.0,10.0,0,0,9871.0,8752.0,7009.428571428572,1
67,2014-05-16,W,12541,2014,5,16,4,0,1,124,15.0,5.0,0.0,0.0,10.0,0,0,12595.0,13257.0,11540.0,1
51,2019-04-06,A,814,2019,4,6,5,1,1,97,15.0,5.0,0.0,0.0,10.0,0,0,1111.0,780.0,1176.2857142857142,0
8A,2010-05-28,W,4813,2010,5,28,4,0,1,150,15.0,5.0,0.0,0.0,10.0,0,0,4058.0,4278.0,3792.571428571429,1
49,2023-03-14,W,11130,2023,3,14,1,0,1,92,0.0,0.0,0.0,0.0,0.0,0,0,10419.0,11440.0,9863.714285714286,0
11,2019-06-10,W,1565,2019,6,10,0,0,2,8,15.0,5.0,0.0,0.0,10.0,0,0,503.0,1580.0,1286.0,0
111,2023-12-15,W,1807,2023,12,15,4,0,0,9,0.0,0.0,0.0,0.0,0.0,0,0,2388.0,1995.0,1872.4285714285716,0
30,2025-12-14,U,525,2025,12,14,6,1,0,77,0.0,0.0,0.0,0.0,0.0,0,0,1105.0,545.0,1858.0,0
145,2008-11-14,W,7442,2008,11,14,4,0,3,34,15.0,5.0,0.0,0.0,10.0,0,0,8616.0,8150.0,7143.285714285715,1
30,2015-03-19,W,4048,2015,3,19,3,0,1,77,15.0,5.0,0.0,0.0,10.0,0,0,4064.0,3967.0,3362.0,1
165,2009-11-19,W,95,2009,11,19,3,0,3,45,15.0,5.0,0.0,0.0,10.0,0,0,87.0,72.0,84.85714285714286,0
36,2025-09-20,A,9613,2025,9,20,5,1,3,82,0.0,0.0,0.0,0.0,0.0,0,0,9555.0,9750.0,9531.285714285714,0
95W,2005-05-23,W,4311,2005,5,23,0,0,1,160,15.0,5.0,0.0,0.0,10.0,0,0,2647.0,5078.0,4357.714285714285,0
1001,2018-09-02,U,22,2018,9,2,6,1,3,3,15.0,5.0,0.0,0.0,10.0,0,0,74.0,102.0,73.28571428571429,0
80,2021-02-19,W,3987,2021,2,19,4,0,0,140,0.0,0.0,0.0,0.0,0.0,0,0,3964.0,4011.0,3356.428571428572,0
87,2025-04-04,W,7770,2025,4,4,4,0,1,148,0.0,0.0,0.0,0.0,0.0,0,0,8323.0,6710.0,6309.428571428572,0
87,2019-06-10,W,11406,2019,6,10,0,0,2,148,15.0,5.0,0.0,0.0,10.0,0,0,5722.0,11763.0,10305.142857142857,0
49,2010-12-04,A,18795,2010,12,4,5,1,0,92,15.0,5.0,0.0,0.0,10.0,0,0,27891.0,16287.0,24201.85714285714,0
66,2022-06-23,W,12282,2022,6,23,3,0,2,123,0.0,0.0,0.0,0.0,0.0,0,0,12613.0,12287.0,10577.857142857143,0
52A,2002-03-12,W,7141,2002,3,12,1,0,1,99,15.0,5.0,0.0,0.0,10.0,0,0,6891.0,6316.0,5491.428571428572,1
79,2018-11-07,W,25612,2018,11,7,2,0,3,138,15.0,5.0,0.0,0.0,10.0,0,0,24607.0,25915.0,22493.42857142857,0
103,2017-08-04,W,1728,2017,8,4,4,0,2,5,15.0,5.0,0.0,0.0,10.0,0,0,1902.0,1858.0,1647.428571428571,0
52,2006-01-16,W,6633,2006,1,16,0,0,0,98,15.0,5.0,0.0,0.0,10.0,0,0,4322.0,10189.0,8716.0,0
56,2001-11-30,W,13757,2001,11,30,4,0,3,109,15.0,5.0,0.0,0.0,10.0,0,0,13682.0,10405.0,11849.42857142857,1
52A,2002-06-03,W,8365,2002,6,3,0,0,2,99,15.0,5.0,0.0,0.0,10.0,0,0,1943.0,1944.0,5179.0,1
86,2001-10-29,W,2477,2001,10,29,0,0,3,147,15.0,5.0,0.0,0.0,10.0,0,0,1750.0,1960.0,2158.1428571428573,0
73,2005-11-27,U,1713,2005,11,27,6,1,3,132,15.0,5.0,0.0,0.0,10.0,0,0,2319.0,2096.0,4057.857142857143,0
93,2009-03-04,W,3723,2009,3,4,2,0,1,156,15.0,5.0,0.0,0.0,10.0,0,0,3528.0,3488.0,3095.5714285714284,1
121,2009-06-09,W,1615,2009,6,9,1,0,2,16,15.0,5.0,0.0,0.0,10.0,0,0,1624.0,1440.0,1507.571428571429,1
52A,2011-12-02,W,5184,2011,12,2,4,0,0,99,15.0,5.0,0.0,0.0,10.0,0,0,4986.0,2939.0,3753.571428571429,1
66,2007-09-21,W,22996,2007,9,21,4,0,3,123,15.0,5.0,0.0,0.0,10.0,0,0,23165.0,23202.0,19841.14285714286,1
9,2012-10-01,W,36150,2012,10,1,0,0,3,151,15.0,5.0,0.0,0.0,10.0,0,0,18789.0,33715.0,30663.0,1
52,2015-03-26,W,12920,2015,3,26,3,0,1,98,15.0,5.0,0.0,0.0,10.0,0,0,13171.0,13144.0,10896.57142857143,1
112,2002-04-21,U,896,2002,4,21,6,1,1,11,15.0,5.0,0.0,0.0,10.0,0,0,1278.0,1052.0,2236.8571428571427,0
82,2015-04-30,W,21232,2015,4,30,3,0,1,143,15.0,5.0,0.0,0.0,10.0,0,0,21105.0,20590.0,17751.714285714286,1
78,2007-08-05,U,3975,2007,8,5,6,1,2,137,15.0,5.0,0.0,0.0,10.0,0,0,5707.0,4081.0,7272.428571428572,0
77,2021-04-16,W,8165,2021,4,16,4,0,1,136,0.0,0.0,0.0,0.0,0.0,0,0,8149.0,8394.0,7270.285714285715,0
21,2006-08-06,U,4458,2006,8,6,6,1,2,66,15.0,5.0,0.0,0.0,10.0,0,0,6862.0,4954.0,6330.142857142857,0
112,2008-09-14,U,1046,2008,9,14,6,1,3,11,15.0,5.0,0.0,0.0,10.0,0,0,1411.0,1210.0,3386.0,0
155,2023-06-07,W,4822,2023,6,7,2,0,2,42,0.0,0.0,0.0,0.0,0.0,0,0,4464.0,4544.0,4382.428571428572,0
84,2013-02-26,W,3931,2013,2,26,1,0,0,144,15.0,5.0,0.0,0.0,10.0,0,0,4399.0,3724.0,3421.0,1
86,2024-09-09,W,2473,2024,9,9,0,0,3,147,0.0,0.0,0.0,0.0,0.0,0,0,1958.0,2263.0,2245.0,0
60,2020-02-23,U,4551,2020,2,23,6,1,0,114,0.0,0.0,0.0,0.0,0.0,0,0,5495.0,3909.0,9761.142857142857,0
24,2007-05-22,W,4140,2007,5,22,1,0,1,68,15.0,5.0,0.0,0.0,10.0,0,0,4137.0,3772.0,3948.0,1
52A,2020-04-09,W,1125,2020,4,9,3,0,1,99,0.0,0.0,0.0,0.0,0.0,0,0,1110.0,1162.0,1005.7142857142856,0
103,2022-11-08,W,971,2022,11,8,1,0,3,5,0.0,0.0,0.0,0.0,0.0,0,0,1409.0,1238.0,1058.2857142857142,0
26,2004-10-28,W,2186,2004,10,28,3,0,3,70,15.0,5.0,0.0,0.0,10.0,0,0,2796.0,2308.0,2401.714285714286,0
96,2012-08-28,W,1107,2012,8,28,1,0,2,161,15.0,5.0,0.0,0.0,10.0,0,0,1121.0,763.0,952.1428571428572,1
144,2012-11-19,W,930,2012,11,19,0,0,3,33,15.0,5.0,0.0,0.0,10.0,0,0,1055.0,1330.0,1185.7142857142858,0
65,2008-05-02,W,7575,2008,5,2,4,0,1,122,15.0,5.0,0.0,0.0,10.0,0,0,7788.0,7293.0,6209.857142857143,1
85A,2024-11-02,A,308,2024,11,2,5,1,3,146,0.0,0.0,0.0,0.0,0.0,0,0,646.0,684.0,618.7142857142857,0
165,2015-03-11,W,110,2015,3,11,2,0,1,45,15.0,5.0,0.0,0.0,10.0,0,0,136.0,130.0,105.57142857142856,0
95,2024-11-03,U,5746,2024,11,3,6,1,3,158,0.0,0.0,0.0,0.0,0.0,0,0,3052.0,2300.0,4121.285714285715,1
70,2004-05-23,U,5288,2004,5,23,6,1,1,129,15.0,5.0,0.0,0.0,10.0,0,0,7710.0,5609.0,9225.857142857143,0
4,2019-07-29,W,17191,2019,7,29,0,0,2,86,0.0,0.0,0.0,0.0,0.0,0,0,10050.0,19354.0,17219.428571428572,0
55,2003-02-25,W,10872,2003,2,25,1,0,0,106,15.0,5.0,0.0,0.0,10.0,0,0,10873.0,11999.0,10687.285714285714,0
48,2007-04-06,W,656,2007,4,6,4,0,1,91,15.0,5.0,0.0,0.0,10.0,0,0,756.0,1163.0,926.1428571428572,0
55N,2015-03-06,W,526,2015,3,6,4,0,1,108,15.0,5.0,0.0,0.0,10.0,0,0,584.0,555.0,523.7142857142857,0
53,2006-11-16,W,21564,2006,11,16,3,0,3,100,15.0,5.0,0.0,0.0,10.0,0,0,23325.0,21507.0,18548.14285714286,1
51,2014-01-02,W,944,2014,1,2,3,0,0,97,15.0,5.0,0.0,0.0,10.0,0,0,474.0,968.0,856.5714285714286,0
52,2005-08-13,A,7425,2005,8,13,5,1,2,98,15.0,5.0,0.0,0.0,10.0,0,0,10472.0,8137.0,9206.714285714286,0
73,2024-07-18,W,4169,2024,7,18,3,0,2,132,0.0,0.0,0.0,0.0,0.0,0,0,4202.0,4185.0,3469.428571428572,0
192,2012-03-22,W,717,2012,3,22,3,0,1,56,15.0,5.0,0.0,0.0,10.0,0,0,807.0,863.0,777.4285714285714,0
21,2011-10-14,W,11126,2011,10,14,4,0,3,66,15.0,5.0,0.0,0.0,10.0,0,0,9511.0,11701.0,9334.57142857143,1
15,2010-12-15,W,8189,2010,12,15,2,0,0,38,15.0,5.0,0.0,0.0,10.0,0,0,7750.0,8546.0,6915.714285714285,1
68,2004-12-14,W,1766,2004,12,14,1,0,0,125,15.0,5.0,0.0,0.0,10.0,0,0,1895.0,1552.0,1393.2857142857142,1
63,2010-12-24,W,12625,2010,12,24,4,0,0,117,15.0,5.0,0.0,0.0,10.0,0,0,14853.0,19090.0,14593.857142857143,0
62,2001-02-09,W,14239,2001,2,9,4,0,0,115,15.0,5.0,0.0,0.0,10.0,0,0,15835.0,13763.0,13085.0,1
125,2008-10-13,W,2078,2008,10,13,0,0,3,20,15.0,5.0,0.0,0.0,10.0,0,0,2100.0,2203.0,2235.428571428572,1
53A,2008-09-06,A,4009,2008,9,6,5,1,3,101,15.0,5.0,0.0,0.0,10.0,0,0,9102.0,4260.0,6491.142857142857,0
22,2017-12-22,W,15697,2017,12,22,4,0,0,67,15.0,5.0,0.0,0.0,10.0,0,0,16267.0,16798.0,15860.285714285714,0
143,2012-09-18,W,1808,2012,9,18,1,0,3,32,15.0,5.0,0.0,0.0,10.0,0,0,1752.0,1676.0,1703.142857142857,1
36,2002-11-05,W,14877,2002,11,5,1,0,3,82,15.0,5.0,0.0,0.0,10.0,0,0,16042.0,15912.0,14591.857142857143,0
54A,2009-09-29,W,1064,2009,9,29,1,0,3,104,15.0,5.0,0.0,0.0,10.0,0,0,927.0,1105.0,1068.428571428571,1
171,2017-07-28,W,270,2017,7,28,4,0,2,50,15.0,5.0,0.0,0.0,10.0,0,0,157.0,360.0,291.57142857142856,0
14,2012-10-25,W,12610,2012,10,25,3,0,3,31,15.0,5.0,0.0,0.0,10.0,0,0,13067.0,13069.0,10409.285714285714,1
52A,2025-09-11,W,3473,2025,9,11,3,0,3,99,0.0,0.0,0.0,0.0,0.0,0,0,3561.0,3874.0,3117.5714285714284,0
20,2008-06-05,W,22811,2008,6,5,3,0,2,58,15.0,5.0,0.0,0.0,10.0,0,0,22317.0,22159.0,19889.285714285717,1
147,2019-07-29,W,10862,2019,7,29,0,0,2,36,0.0,0.0,0.0,0.0,0.0,0,0,7114.0,11837.0,10960.42857142857,0
52A,2021-05-14,W,1970,2021,5,14,4,0,1,99,0.0,0.0,0.0,0.0,0.0,0,0,1791.0,1721.0,1476.428571428571,0
92,2021-12-25,A,1025,2021,12,25,5,1,0,155,0.0,0.0,0.0,0.0,0.0,0,0,1893.0,2010.0,2614.428571428572,0
169,2001-02-28,W,889,2001,2,28,2,0,0,47,15.0,5.0,0.0,0.0,10.0,0,0,695.0,706.0,590.7142857142857,1
1,2022-12-19,W,703,2022,12,19,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,808.0,876.0,878.1428571428571,0
30,2013-09-20,W,3676,2013,9,20,4,0,3,77,15.0,5.0,0.0,0.0,10.0,0,0,3777.0,3258.0,2914.5714285714284,1
126,2015-02-06,W,6339,2015,2,6,4,0,0,21,15.0,5.0,0.0,0.0,10.0,0,0,6806.0,6450.0,5146.857142857143,0
12,2020-06-16,W,3616,2020,6,16,1,0,2,14,0.0,0.0,0.0,0.0,0.0,0,0,6068.0,3979.0,4198.428571428572,0
9,2006-03-25,A,21704,2006,3,25,5,1,1,151,15.0,5.0,0.0,0.0,10.0,0,0,30733.0,22616.0,27254.42857142857,0
19,2011-10-22,A,339,2011,10,22,5,1,3,55,15.0,5.0,0.0,0.0,10.0,0,0,74.0,308.0,275.1428571428572,0
24,2024-01-05,W,1136,2024,1,5,4,0,0,68,0.0,0.0,0.0,0.0,0.0,0,0,1270.0,963.0,1166.142857142857,0
53A,2001-06-23,A,3084,2001,6,23,5,1,2,101,15.0,5.0,0.0,0.0,10.0,0,0,8028.0,3552.0,6666.428571428572,0
82,2011-01-09,U,7437,2011,1,9,6,1,0,143,15.0,5.0,0.0,0.0,10.0,0,0,9770.0,7186.0,15291.714285714286,0
124,2012-01-01,U,1635,2012,1,1,6,1,0,19,15.0,5.0,0.0,0.0,10.0,0,0,2614.0,374.0,1143.7142857142858,1
62,2016-11-10,W,10734,2016,11,10,3,0,3,115,15.0,5.0,0.0,0.0,10.0,0,0,11187.0,12083.0,9716.0,0
54,2022-06-26,U,2675,2022,6,26,6,1,2,103,0.0,0.0,0.0,0.0,0.0,0,0,3675.0,2538.0,4820.285714285715,0
39,2005-12-28,W,1310,2005,12,28,2,0,0,85,15.0,5.0,0.0,0.0,10.0,0,0,1283.0,1803.0,1670.7142857142858,0
X9,2019-07-15,W,6633,2019,7,15,0,0,2,185,0.0,0.0,0.0,0.0,0.0,0,0,6830.0,6971.0,6750.714285714285,0
52,2011-03-29,W,14544,2011,3,29,1,0,1,98,15.0,5.0,0.0,0.0,10.0,0,0,13751.0,13571.0,11804.142857142857,1
30,2020-01-29,W,3047,2020,1,29,2,0,0,77,0.0,0.0,0.0,0.0,0.0,0,0,3007.0,2970.0,2393.5714285714284,1
85A,2001-08-01,W,982,2001,8,1,2,0,2,146,15.0,5.0,0.0,0.0,10.0,0,0,1009.0,612.0,786.4285714285714,1
165,2008-12-02,W,84,2008,12,2,1,0,0,45,15.0,5.0,0.0,0.0,10.0,0,0,72.0,74.0,68.85714285714286,0
30,2009-02-25,W,3935,2009,2,25,2,0,0,77,15.0,5.0,0.0,0.0,10.0,0,0,3637.0,3589.0,2871.8571428571427,1
136,2007-05-22,W,2256,2007,5,22,1,0,1,29,15.0,5.0,0.0,0.0,10.0,0,0,2349.0,2024.0,2311.428571428572,1
72,2005-08-04,W,16071,2005,8,4,3,0,2,131,15.0,5.0,0.0,0.0,10.0,0,0,15188.0,15936.0,14998.857142857143,1
60,2019-09-07,A,5803,2019,9,7,5,1,3,114,0.0,0.0,0.0,0.0,0.0,0,0,12153.0,5392.0,9255.57142857143,0
85A,2006-12-30,A,213,2006,12,30,5,1,0,146,15.0,5.0,0.0,0.0,10.0,0,0,559.0,859.0,570.0,0
51,2002-02-22,W,5181,2002,2,22,4,0,0,97,15.0,5.0,0.0,0.0,10.0,0,0,4643.0,5116.0,4169.0,1
68,2024-03-14,W,881,2024,3,14,3,0,1,125,0.0,0.0,0.0,0.0,0.0,0,0,941.0,1110.0,798.7142857142857,0
34,2005-08-02,W,5570,2005,8,2,1,0,2,80,15.0,5.0,0.0,0.0,10.0,0,0,4542.0,4781.0,4536.714285714285,1
53,2006-08-02,W,17472,2006,8,2,2,0,2,100,15.0,5.0,0.0,0.0,10.0,0,0,18118.0,17188.0,16225.57142857143,0
36,2021-04-01,W,6396,2021,4,1,3,0,1,82,0.0,0.0,0.0,0.0,0.0,0,0,6191.0,6382.0,6056.428571428572,0
121,2025-04-15,W,1232,2025,4,15,1,0,1,16,0.0,0.0,0.0,0.0,0.0,0,0,848.0,683.0,920.8571428571428,0
47,2022-05-28,A,4167,2022,5,28,5,1,1,90,0.0,0.0,0.0,0.0,0.0,0,0,5935.0,3332.0,5187.571428571428,0
125,2013-05-22,W,1825,2013,5,22,2,0,1,20,15.0,5.0,0.0,0.0,10.0,0,0,1690.0,1557.0,1588.142857142857,0
87,2025-09-11,W,8408,2025,9,11,3,0,3,148,0.0,0.0,0.0,0.0,0.0,0,0,8621.0,8700.0,7655.142857142857,0
54A,2020-05-13,W,152,2020,5,13,2,0,1,104,0.0,0.0,0.0,0.0,0.0,0,0,157.0,143.0,153.28571428571428,0
79,2022-10-25,W,12569,2022,10,25,1,0,3,138,0.0,0.0,0.0,0.0,0.0,0,0,12759.0,12624.0,11607.57142857143,0
106,2015-07-15,W,1474,2015,7,15,2,0,2,6,15.0,5.0,0.0,0.0,10.0,0,0,1368.0,1514.0,1078.7142857142858,0
15,2013-08-17,A,4939,2013,8,17,5,1,2,38,15.0,5.0,0.0,0.0,10.0,0,0,7076.0,5098.0,6000.428571428572,0
19,2004-09-11,A,265,2004,9,11,5,1,3,55,15.0,5.0,0.0,0.0,10.0,0,0,408.0,367.0,264.42857142857144,0
106,2017-10-09,W,1051,2017,10,9,0,0,3,6,15.0,5.0,0.0,0.0,10.0,0,0,363.0,1848.0,1337.571428571429,0
68,2007-01-03,W,1174,2007,1,3,2,0,0,125,15.0,5.0,0.0,0.0,10.0,0,0,1081.0,1088.0,808.7142857142857,0
54B,2011-06-10,W,4010,2011,6,10,4,0,2,105,15.0,5.0,0.0,0.0,10.0,0,0,3654.0,4397.0,3857.714285714286,1
59,2024-03-19,W,2557,2024,3,19,1,0,1,112,0.0,0.0,0.0,0.0,0.0,0,0,2323.0,2486.0,2317.285714285714,0
91,2022-02-02,W,2044,2022,2,2,2,0,0,154,0.0,0.0,0.0,0.0,0.0,0,0,4025.0,2671.0,2744.714285714286,0
290S,2002-05-16,W,4,2002,5,16,3,0,1,75,15.0,5.0,0.0,0.0,10.0,0,0,1.0,5.0,8.714285714285714,0
91,2025-03-21,W,4493,2025,3,21,4,0,1,154,0.0,0.0,0.0,0.0,0.0,0,0,4358.0,4576.0,3810.285714285714,0
50,2019-02-10,U,3484,2019,2,10,6,1,0,96,15.0,5.0,0.0,0.0,10.0,0,0,4776.0,3290.0,8370.857142857143,0
115,2020-03-01,U,1321,2020,3,1,6,1,1,12,0.0,0.0,0.0,0.0,0.0,0,0,1707.0,1271.0,2508.1428571428573,0
85A,2026-01-31,A,261,2026,1,31,5,1,0,146,0.0,0.0,0.0,0.0,0.0,0,0,527.0,190.0,438.2857142857143,0
66,2018-07-03,W,22841,2018,7,3,1,0,2,123,15.0,5.0,0.0,0.0,10.0,0,0,21580.0,21805.0,19372.42857142857,1
75,2006-10-27,W,8183,2006,10,27,4,0,3,134,15.0,5.0,0.0,0.0,10.0,0,0,8390.0,9177.0,7491.428571428572,1
126,2020-10-26,W,1618,2020,10,26,0,0,3,21,0.0,0.0,0.0,0.0,0.0,0,0,871.0,1689.0,1444.571428571429,0
10,2014-04-06,U,595,2014,4,6,6,1,1,1,15.0,5.0,0.0,0.0,10.0,0,0,773.0,420.0,625.7142857142857,0
28,2007-07-25,W,4776,2007,7,25,2,0,2,72,15.0,5.0,0.0,0.0,10.0,0,0,4662.0,4829.0,4814.571428571428,0
X49,2021-11-22,W,3290,2021,11,22,0,0,3,181,0.0,0.0,0.0,0.0,0.0,0,0,3447.0,2287.0,3118.1428571428573,0
28,2012-01-26,W,6356,2012,1,26,3,0,0,72,15.0,5.0,0.0,0.0,10.0,0,0,5727.0,5370.0,4873.285714285715,0
11,2015-11-24,W,1778,2015,11,24,1,0,3,8,15.0,5.0,0.0,0.0,10.0,0,0,1734.0,1738.0,1414.857142857143,0
85,2024-09-09,W,8232,2024,9,9,0,0,3,145,0.0,0.0,0.0,0.0,0.0,0,0,4376.0,4526.0,7114.857142857143,0
19,2007-03-22,W,741,2007,3,22,3,0,1,55,15.0,5.0,0.0,0.0,10.0,0,0,381.0,2382.0,1389.2857142857142,1
1,2018-02-21,W,1891,2018,2,21,2,0,0,0,15.0,5.0,0.0,0.0,10.0,0,0,1856.0,1849.0,1681.428571428571,0
94,2019-08-05,W,7706,2019,8,5,0,0,2,157,0.0,0.0,0.0,0.0,0.0,0,0,3595.0,6855.0,6707.857142857143,0
80,2012-11-22,U,5589,2012,11,22,3,1,3,140,15.0,5.0,0.0,0.0,10.0,0,0,14120.0,15572.0,13365.0,0
97,2007-06-24,U,1623,2007,6,24,6,1,2,162,15.0,5.0,0.0,0.0,10.0,0,0,2252.0,1694.0,3089.714285714286,0
28,2012-04-15,U,2875,2012,4,15,6,1,1,72,15.0,5.0,0.0,0.0,10.0,0,0,4486.0,1800.0,4674.714285714285,0
11,2017-08-13,U,613,2017,8,13,6,1,2,8,15.0,5.0,0.0,0.0,10.0,0,0,696.0,643.0,1498.142857142857,0
37,2019-02-05,W,1752,2019,2,5,1,0,0,83,15.0,5.0,0.0,0.0,10.0,0,0,1692.0,1211.0,1176.571428571429,0
172,2020-11-28,A,92,2020,11,28,5,1,3,51,0.0,0.0,0.0,0.0,0.0,0,0,79.0,86.0,177.57142857142858,0
47,2022-04-15,W,4389,2022,4,15,4,0,1,90,0.0,0.0,0.0,0.0,0.0,0,0,4734.0,5124.0,4422.142857142857,0
11,2007-08-25,A,2082,2007,8,25,5,1,2,8,15.0,5.0,0.0,0.0,10.0,0,0,5154.0,2044.0,4391.857142857143,0
67,2012-01-18,W,15444,2012,1,18,2,0,0,124,15.0,5.0,0.0,0.0,10.0,0,0,14989.0,15873.0,11760.57142857143,1
65,2024-07-10,W,6787,2024,7,10,2,0,2,122,0.0,0.0,0.0,0.0,0.0,0,0,6360.0,6337.0,5302.285714285715,0
69,2006-05-02,W,259,2006,5,2,1,0,1,126,15.0,5.0,0.0,0.0,10.0,0,0,273.0,319.0,351.2857142857143,0
55A,2021-03-03,W,68,2021,3,3,2,0,1,107,0.0,0.0,0.0,0.0,0.0,0,0,52.0,87.0,68.71428571428571,0
103,2002-01-29,W,4404,2002,1,29,1,0,0,5,15.0,5.0,0.0,0.0,10.0,0,0,4582.0,4102.0,3406.5714285714284,1
151,2003-11-13,W,20627,2003,11,13,3,0,3,39,15.0,5.0,0.0,0.0,10.0,0,0,20253.0,21283.0,17949.285714285714,1
62H,2006-05-25,W,1436,2006,5,25,3,0,1,116,15.0,5.0,0.0,0.0,10.0,0,0,1135.0,1320.0,1253.7142857142858,1
56,2024-07-20,A,4064,2024,7,20,5,1,2,109,0.0,0.0,0.0,0.0,0.0,0,0,4683.0,3880.0,4638.142857142857,0
1001,2025-01-01,U,364,2025,1,1,2,1,0,3,0.0,0.0,0.0,0.0,0.0,0,0,107.0,1427.0,707.1428571428571,0
85A,2013-08-26,W,922,2013,8,26,0,0,2,146,15.0,5.0,0.0,0.0,10.0,0,0,493.0,356.0,773.8571428571429,1
92,2013-07-23,W,6600,2013,7,23,1,0,2,155,15.0,5.0,0.0,0.0,10.0,0,0,6224.0,6747.0,5582.857142857143,0
36,2018-08-29,W,11521,2018,8,29,2,0,2,82,15.0,5.0,0.0,0.0,10.0,0,0,11386.0,11500.0,10922.142857142857,0
48,2022-10-03,W,594,2022,10,3,0,0,3,91,0.0,0.0,0.0,0.0,0.0,0,0,602.0,617.0,602.0,0
82,2004-08-18,W,15671,2004,8,18,2,0,2,143,15.0,5.0,0.0,0.0,10.0,0,0,14310.0,14120.0,13244.714285714286,0
145,2006-11-22,W,6916,2006,11,22,2,0,3,34,15.0,5.0,0.0,0.0,10.0,0,0,8009.0,7243.0,6964.0,0
X98,2016-07-20,W,22,2016,7,20,2,0,2,186,15.0,5.0,0.0,0.0,10.0,0,0,21.0,19.0,17.142857142857142,0
205,2015-09-21,W,1089,2015,9,21,0,0,3,64,15.0,5.0,0.0,0.0,10.0,0,0,951.0,1069.0,993.8571428571428,0
192,2018-03-14,W,1007,2018,3,14,2,0,1,56,15.0,5.0,0.0,0.0,10.0,0,0,966.0,941.0,920.4285714285714,1
8,2016-10-08,A,12579,2016,10,8,5,1,3,139,15.0,5.0,0.0,0.0,10.0,0,0,23132.0,11943.0,19634.285714285717,0
69,2009-05-20,W,438,2009,5,20,2,0,1,126,15.0,5.0,0.0,0.0,10.0,0,0,395.0,420.0,467.0,0
82,2019-04-26,W,16975,2019,4,26,4,0,1,143,15.0,5.0,0.0,0.0,10.0,0,0,17832.0,12608.0,14112.0,1
95W,2009-01-26,W,5582,2009,1,26,0,0,0,160,15.0,5.0,0.0,0.0,10.0,0,0,2839.0,3564.0,4767.428571428572,1
85,2013-07-16,W,10162,2013,7,16,1,0,2,145,15.0,5.0,0.0,0.0,10.0,0,0,9909.0,10825.0,9303.714285714286,0
148,2017-01-06,W,2182,2017,1,6,4,0,0,37,15.0,5.0,0.0,0.0,10.0,0,0,2282.0,1402.0,1861.7142857142856,0
52A,2016-03-20,U,1340,2016,3,20,6,1,1,99,15.0,5.0,0.0,0.0,10.0,0,0,2015.0,1220.0,3448.714285714286,0
112,2011-05-12,W,3207,2011,5,12,3,0,1,11,15.0,5.0,0.0,0.0,10.0,0,0,3420.0,3161.0,2682.0,1
157,2008-09-04,W,2136,2008,9,4,3,0,3,44,15.0,5.0,0.0,0.0,10.0,0,0,1900.0,1843.0,1901.857142857143,0
54,2005-12-01,W,11579,2005,12,1,3,0,0,103,15.0,5.0,0.0,0.0,10.0,0,0,11165.0,4598.0,8788.0,1
47,2019-10-28,W,9038,2019,10,28,0,0,3,90,0.0,0.0,0.0,0.0,0.0,0,0,4981.0,8474.0,7971.571428571428,0
147,2006-11-25,A,8228,2006,11,25,5,1,3,36,15.0,5.0,0.0,0.0,10.0,0,0,8855.0,8355.0,8986.0,0
54,2007-05-17,W,8676,2007,5,17,3,0,1,103,15.0,5.0,0.0,0.0,10.0,0,0,9413.0,8542.0,8726.42857142857,0
205,2011-05-23,W,1130,2011,5,23,0,0,1,64,15.0,5.0,0.0,0.0,10.0,0,0,1075.0,1268.0,1170.7142857142858,0
1,2012-03-02,W,2829,2012,3,2,4,0,1,0,15.0,5.0,0.0,0.0,10.0,0,0,3247.0,3152.0,3108.428571428572,0
56A,2009-03-19,W,832,2009,3,19,3,0,1,110,15.0,5.0,0.0,0.0,10.0,0,0,794.0,806.0,823.2857142857143,0
N201,2011-01-24,W,25,2011,1,24,0,0,0,166,15.0,5.0,0.0,0.0,10.0,0,0,50.0,51.0,29.428571428571427,0
157,2004-05-11,W,2967,2004,5,11,1,0,1,44,15.0,5.0,0.0,0.0,10.0,0,0,3056.0,3572.0,3176.5714285714284,0
94,2010-07-30,W,9707,2010,7,30,4,0,2,157,15.0,5.0,0.0,0.0,10.0,0,0,9612.0,9036.0,8097.285714285715,1
205,2005-05-04,W,1955,2005,5,4,2,0,1,64,15.0,5.0,0.0,0.0,10.0,0,0,1414.0,1310.0,1242.0,1
47,2018-09-21,W,10207,2018,9,21,4,0,3,90,15.0,5.0,0.0,0.0,10.0,0,0,9599.0,10270.0,8794.57142857143,1
111,2024-05-27,U,886,2024,5,27,0,1,1,9,0.0,0.0,0.0,0.0,0.0,0,0,868.0,2028.0,1805.4285714285716,0
86,2005-01-04,W,2066,2005,1,4,1,0,0,147,15.0,5.0,0.0,0.0,10.0,0,0,1936.0,325.0,853.0,0
148,2008-11-21,W,1979,2008,11,21,4,0,3,37,15.0,5.0,0.0,0.0,10.0,0,0,2161.0,2683.0,2349.428571428572,0
74,2008-02-26,W,11576,2008,2,26,1,0,0,133,15.0,5.0,0.0,0.0,10.0,0,0,12439.0,11704.0,10898.285714285714,0
