route,date,daytype,rides,year,month,day,day_of_week,is_weekend,season,route_encoded,TMAX,TMIN,PRCP,SNOW,AWND,is_rainy,is_snowy,rides_lag_1,rides_lag_7,rides_rolling_7,high_load
72,2013-04-14,U,9607,2013,4,14,6,1,1,131,15.0,5.0,0.0,0.0,10.0,0,0,13045.0,10085.0,15256.57142857143,0
143,2009-08-18,W,1370,2009,8,18,1,0,2,32,15.0,5.0,0.0,0.0,10.0,0,0,1336.0,1067.0,1235.0,0
8A,2014-05-22,W,3109,2014,5,22,3,0,1,150,15.0,5.0,0.0,0.0,10.0,0,0,3195.0,3136.0,2873.714285714286,0
29,2002-12-07,A,13037,2002,12,7,5,1,0,73,15.0,5.0,0.0,0.0,10.0,0,0,20115.0,10378.0,15770.714285714286,0
3,2004-06-27,U,11117,2004,6,27,6,1,2,76,15.0,5.0,0.0,0.0,10.0,0,0,16847.0,10260.0,18897.285714285717,0
100,2015-10-15,W,935,2015,10,15,3,0,3,2,15.0,5.0,0.0,0.0,10.0,0,0,905.0,930.0,849.8571428571429,1
52A,2016-01-22,W,4114,2016,1,22,4,0,0,99,15.0,5.0,0.0,0.0,10.0,0,0,4238.0,4352.0,3043.5714285714284,0
80,2013-08-16,W,13389,2013,8,16,4,0,2,140,15.0,5.0,0.0,0.0,10.0,0,0,12298.0,12785.0,11431.714285714286,1
71,2004-12-03,W,13468,2004,12,3,4,0,0,130,15.0,5.0,0.0,0.0,10.0,0,0,12692.0,8002.0,10001.285714285714,1
122,2007-07-17,W,1012,2007,7,17,1,0,2,17,15.0,5.0,0.0,0.0,10.0,0,0,789.0,682.0,852.4285714285714,1
66,2011-06-20,W,23364,2011,6,20,0,0,2,123,15.0,5.0,0.0,0.0,10.0,0,0,12732.0,25546.0,23278.42857142857,1
39,2012-01-03,W,1651,2012,1,3,1,0,0,85,15.0,5.0,0.0,0.0,10.0,0,0,1590.0,1873.0,1742.7142857142858,0
125,2009-07-09,W,1888,2009,7,9,3,0,2,20,15.0,5.0,0.0,0.0,10.0,0,0,2218.0,2241.0,2066.714285714286,0
22,2012-12-07,W,23285,2012,12,7,4,0,0,67,15.0,5.0,0.0,0.0,10.0,0,0,21492.0,23141.0,21002.285714285717,1
81,2001-03-12,W,14599,2001,3,12,0,0,1,141,15.0,5.0,0.0,0.0,10.0,0,0,8538.0,13945.0,13671.57142857143,1
124,2018-06-12,W,1068,2018,6,12,1,0,2,19,15.0,5.0,0.0,0.0,10.0,0,0,976.0,1058.0,1037.857142857143,0
77,2009-09-11,W,23303,2009,9,11,4,0,3,136,15.0,5.0,0.0,0.0,10.0,0,0,22789.0,22137.0,17960.0,1
111,2009-08-22,A,4486,2009,8,22,5,1,2,9,15.0,5.0,0.0,0.0,10.0,0,0,6080.0,4164.0,5255.142857142857,1
157,2004-05-17,W,2758,2004,5,17,0,0,1,44,15.0,5.0,0.0,0.0,10.0,0,0,2731.0,3287.0,2934.428571428572,0
53A,2009-05-12,W,8284,2009,5,12,1,0,1,101,15.0,5.0,0.0,0.0,10.0,0,0,7883.0,8346.0,6568.0,1
60,2006-05-04,W,13258,2006,5,4,3,0,1,114,15.0,5.0,0.0,0.0,10.0,0,0,13191.0,13054.0,10996.0,1
X55,2006-03-28,W,986,2006,3,28,1,0,1,183,15.0,5.0,0.0,0.0,10.0,0,0,1243.0,1926.0,1643.428571428571,0
155,2008-09-20,A,7459,2008,9,20,5,1,3,42,15.0,5.0,0.0,0.0,10.0,0,0,8279.0,5464.0,7588.857142857143,1
1001,2024-10-30,W,722,2024,10,30,2,0,3,3,0.0,0.0,0.0,0.0,0.0,0,0,646.0,659.0,1260.857142857143,0
20,2006-04-09,U,10463,2006,4,9,6,1,1,58,15.0,5.0,0.0,0.0,10.0,0,0,15497.0,10134.0,20729.14285714286,0
79,2004-06-28,W,26947,2004,6,28,0,0,2,138,15.0,5.0,0.0,0.0,10.0,0,0,16445.0,28006.0,26052.14285714286,0
57,2015-09-19,A,2706,2015,9,19,5,1,3,111,15.0,5.0,0.0,0.0,10.0,0,0,4891.0,2263.0,4194.0,1
49B,2012-10-22,W,6398,2012,10,22,0,0,3,94,15.0,5.0,0.0,0.0,10.0,0,0,3597.0,6554.0,5813.857142857143,1
54B,2023-07-08,A,1798,2023,7,8,5,1,2,105,0.0,0.0,0.0,0.0,0.0,0,0,2209.0,1916.0,1714.857142857143,0
169,2009-08-27,W,402,2009,8,27,3,0,2,47,15.0,5.0,0.0,0.0,10.0,0,0,404.0,392.0,320.1428571428572,1
86,2011-02-16,W,3438,2011,2,16,2,0,0,147,15.0,5.0,0.0,0.0,10.0,0,0,3360.0,3365.0,3104.714285714286,1
81W,2002-12-26,W,1414,2002,12,26,3,0,0,142,15.0,5.0,0.0,0.0,10.0,0,0,219.0,1697.0,1050.857142857143,0
192,2015-07-02,W,614,2015,7,2,3,0,2,56,15.0,5.0,0.0,0.0,10.0,0,0,986.0,957.0,905.8571428571428,0
49,2002-08-10,A,21617,2002,8,10,5,1,2,92,15.0,5.0,0.0,0.0,10.0,0,0,21940.0,22237.0,20493.0,1
87,2007-08-16,W,14583,2007,8,16,3,0,2,148,15.0,5.0,0.0,0.0,10.0,0,0,14671.0,14559.0,13448.142857142857,1
1001,2015-02-10,W,8,2015,2,10,1,0,0,3,15.0,5.0,0.0,0.0,10.0,0,0,2.0,11.0,101.28571428571428,0
71,2002-11-30,A,5186,2002,11,30,5,1,3,130,15.0,5.0,0.0,0.0,10.0,0,0,6367.0,6781.0,6456.857142857143,0
121,2008-09-11,W,1440,2008,9,11,3,0,3,16,15.0,5.0,0.0,0.0,10.0,0,0,1472.0,1788.0,1690.142857142857,1
134,2005-01-12,W,2062,2005,1,12,2,0,0,27,15.0,5.0,0.0,0.0,10.0,0,0,2060.0,1515.0,1990.142857142857,0
88,2024-06-29,A,354,2024,6,29,5,1,2,149,0.0,0.0,0.0,0.0,0.0,0,0,665.0,406.0,674.4285714285714,0
79,2012-10-21,U,17806,2012,10,21,6,1,3,138,15.0,5.0,0.0,0.0,10.0,0,0,25735.0,16106.0,29404.14285714286,0
8A,2006-04-17,W,3948,2006,4,17,0,0,1,150,15.0,5.0,0.0,0.0,10.0,0,0,1654.0,4396.0,2827.8571428571427,1
85A,2001-01-13,A,102,2001,1,13,5,1,0,146,15.0,5.0,0.0,0.0,10.0,0,0,596.0,611.0,736.1428571428571,0
50,2003-07-29,W,7661,2003,7,29,1,0,2,96,15.0,5.0,0.0,0.0,10.0,0,0,7030.0,6937.0,6211.142857142857,0
49,2021-10-24,U,4807,2021,10,24,6,1,3,92,0.0,0.0,0.0,0.0,0.0,0,0,7830.0,6021.0,8848.857142857143,0
52A,2022-06-24,W,2065,2022,6,24,4,0,2,99,0.0,0.0,0.0,0.0,0.0,0,0,2218.0,2009.0,1725.0,0
81,2001-12-27,W,11160,2001,12,27,3,0,0,141,15.0,5.0,0.0,0.0,10.0,0,0,11780.0,15103.0,10421.857142857143,0
169,2025-07-09,W,242,2025,7,9,2,0,2,47,0.0,0.0,0.0,0.0,0.0,0,0,165.0,81.0,112.71428571428572,0
43,2018-10-10,W,1563,2018,10,10,2,0,3,88,15.0,5.0,0.0,0.0,10.0,0,0,1669.0,1846.0,1330.142857142857,1
93,2009-01-21,W,3546,2009,1,21,2,0,0,156,15.0,5.0,0.0,0.0,10.0,0,0,3372.0,3189.0,2644.0,1
68,2010-03-23,W,1605,2010,3,23,1,0,1,125,15.0,5.0,0.0,0.0,10.0,0,0,1277.0,1834.0,1257.2857142857142,1
37,2021-10-28,W,438,2021,10,28,3,0,3,83,0.0,0.0,0.0,0.0,0.0,0,0,425.0,482.0,413.57142857142856,0
144,2007-03-19,W,1495,2007,3,19,0,0,1,33,15.0,5.0,0.0,0.0,10.0,0,0,1489.0,1508.0,1527.857142857143,1
157,2016-11-28,W,6552,2016,11,28,0,0,3,44,15.0,5.0,0.0,0.0,10.0,0,0,1828.0,6963.0,5777.142857142857,1
20,2013-12-16,W,19977,2013,12,16,0,0,0,58,15.0,5.0,0.0,0.0,10.0,0,0,7264.0,20553.0,16948.714285714286,1
53A,2011-11-01,W,10761,2011,11,1,1,0,3,101,15.0,5.0,0.0,0.0,10.0,0,0,10186.0,10489.0,8080.571428571428,1
121,2014-01-24,W,1656,2014,1,24,4,0,0,16,15.0,5.0,0.0,0.0,10.0,0,0,1771.0,1763.0,1651.857142857143,1
19,2014-08-27,W,95,2014,8,27,2,0,2,55,15.0,5.0,0.0,0.0,10.0,0,0,249.0,227.0,176.85714285714286,0
152,2004-11-09,W,11927,2004,11,9,1,0,3,40,15.0,5.0,0.0,0.0,10.0,0,0,11211.0,8891.0,9093.57142857143,1
47,2016-12-23,W,9148,2016,12,23,4,0,0,90,15.0,5.0,0.0,0.0,10.0,0,0,9413.0,8853.0,7769.0,0
81,2017-06-15,W,12419,2017,6,15,3,0,2,141,15.0,5.0,0.0,0.0,10.0,0,0,11471.0,11716.0,10643.42857142857,0
94,2008-08-31,U,4473,2008,8,31,6,1,2,157,15.0,5.0,0.0,0.0,10.0,0,0,6745.0,4883.0,9750.0,0
29,2020-01-18,A,5354,2020,1,18,5,1,0,73,0.0,0.0,0.0,0.0,0.0,0,0,10157.0,5601.0,8782.285714285714,0
100,2013-11-26,W,751,2013,11,26,1,0,3,2,15.0,5.0,0.0,0.0,10.0,0,0,742.0,816.0,850.5714285714286,0
4,2002-12-11,W,25234,2002,12,11,2,0,0,86,15.0,5.0,0.0,0.0,10.0,0,0,26479.0,25042.0,22805.0,1
54B,2008-12-13,A,4238,2008,12,13,5,1,0,105,15.0,5.0,0.0,0.0,10.0,0,0,3456.0,3714.0,3261.8571428571427,1
93,2007-08-21,W,2749,2007,8,21,1,0,2,156,15.0,5.0,0.0,0.0,10.0,0,0,2514.0,2729.0,2574.8571428571427,0
59,2023-01-11,W,2214,2023,1,11,2,0,0,112,0.0,0.0,0.0,0.0,0.0,0,0,2181.0,1389.0,1633.7142857142858,0
52,2010-07-24,A,7609,2010,7,24,5,1,2,98,15.0,5.0,0.0,0.0,10.0,0,0,12247.0,9237.0,11294.42857142857,0
96,2011-02-23,W,998,2011,2,23,2,0,0,161,15.0,5.0,0.0,0.0,10.0,0,0,1056.0,970.0,958.2857142857144,0
57,2001-09-20,W,2803,2001,9,20,3,0,3,111,15.0,5.0,0.0,0.0,10.0,0,0,2592.0,3144.0,2562.285714285714,1
108,2010-09-21,W,2683,2010,9,21,1,0,3,7,15.0,5.0,0.0,0.0,10.0,0,0,2576.0,2781.0,2635.1428571428573,1
60,2014-07-20,U,4414,2014,7,20,6,1,2,114,15.0,5.0,0.0,0.0,10.0,0,0,5730.0,5095.0,8184.142857142857,0
60,2013-05-26,U,5017,2013,5,26,6,1,1,114,15.0,5.0,0.0,0.0,10.0,0,0,5907.0,5111.0,9255.285714285714,0
79,2018-06-22,W,20563,2018,6,22,4,0,2,138,15.0,5.0,0.0,0.0,10.0,0,0,18168.0,24383.0,19743.714285714286,0
171,2008-05-02,W,2924,2008,5,2,4,0,1,50,15.0,5.0,0.0,0.0,10.0,0,0,2775.0,2762.0,2383.428571428572,1
29,2006-02-11,A,12798,2006,2,11,5,1,0,73,15.0,5.0,0.0,0.0,10.0,0,0,16261.0,12340.0,14268.857142857143,0
111A,2015-05-30,A,145,2015,5,30,5,1,1,10,15.0,5.0,0.0,0.0,10.0,0,0,168.0,175.0,180.7142857142857,0
36,2013-09-09,W,14659,2013,9,9,0,0,3,82,15.0,5.0,0.0,0.0,10.0,0,0,11502.0,11712.0,14497.285714285714,0
156,2003-05-28,W,8433,2003,5,28,2,0,1,43,15.0,5.0,0.0,0.0,10.0,0,0,8533.0,7942.0,8341.714285714286,1
65,2004-06-16,W,6512,2004,6,16,2,0,2,122,15.0,5.0,0.0,0.0,10.0,0,0,6744.0,6704.0,5642.857142857143,0
62H,2013-01-02,W,821,2013,1,2,2,0,0,116,15.0,5.0,0.0,0.0,10.0,0,0,662.0,605.0,684.4285714285714,0
52,2024-03-18,W,5938,2024,3,18,0,0,1,98,0.0,0.0,0.0,0.0,0.0,0,0,2858.0,6336.0,5656.142857142857,0
54,2025-04-19,A,6925,2025,4,19,5,1,1,103,0.0,0.0,0.0,0.0,0.0,0,0,8267.0,6924.0,8209.285714285714,0
85A,2018-08-08,W,518,2018,8,8,2,0,2,146,15.0,5.0,0.0,0.0,10.0,0,0,477.0,515.0,449.7142857142857,0
48,2008-04-15,W,1251,2008,4,15,1,0,1,91,15.0,5.0,0.0,0.0,10.0,0,0,1254.0,1240.0,1201.0,1
49B,2009-03-01,U,2476,2009,3,1,6,1,1,94,15.0,5.0,0.0,0.0,10.0,0,0,3612.0,2598.0,4815.428571428572,0
11,2014-01-15,W,1559,2014,1,15,2,0,0,8,15.0,5.0,0.0,0.0,10.0,0,0,1318.0,1450.0,1282.0,0
6,2008-02-06,W,8687,2008,2,6,2,0,0,113,15.0,5.0,0.0,0.0,10.0,0,0,10163.0,9623.0,9126.0,0
63,2022-08-12,W,6694,2022,8,12,4,0,2,117,0.0,0.0,0.0,0.0,0.0,0,0,7477.0,7251.0,6527.285714285715,0
37,2020-05-01,W,151,2020,5,1,4,0,1,83,0.0,0.0,0.0,0.0,0.0,0,0,168.0,130.0,117.28571428571428,0
56,2025-05-21,W,6268,2025,5,21,2,0,1,109,0.0,0.0,0.0,0.0,0.0,0,0,6064.0,6300.0,5357.142857142857,0
70,2010-04-15,W,11272,2010,4,15,3,0,1,129,15.0,5.0,0.0,0.0,10.0,0,0,10954.0,10635.0,9183.142857142857,1
53A,2021-07-21,W,3755,2021,7,21,2,0,2,101,0.0,0.0,0.0,0.0,0.0,0,0,3653.0,3616.0,2986.5714285714284,0
69,2008-09-30,W,415,2008,9,30,1,0,3,126,15.0,5.0,0.0,0.0,10.0,0,0,350.0,519.0,610.4285714285714,0
50,2015-01-15,W,10873,2015,1,15,3,0,0,96,15.0,5.0,0.0,0.0,10.0,0,0,10870.0,6200.0,7878.428571428572,1
12,2014-05-20,W,14270,2014,5,20,1,0,1,14,15.0,5.0,0.0,0.0,10.0,0,0,12002.0,13767.0,11759.0,1
56,2006-09-22,W,13615,2006,9,22,4,0,3,109,15.0,5.0,0.0,0.0,10.0,0,0,13531.0,14658.0,11873.285714285714,1
151,2018-09-13,W,15699,2018,9,13,3,0,3,39,15.0,5.0,0.0,0.0,10.0,0,0,15517.0,14566.0,13902.0,0
X28,2004-10-08,W,148,2004,10,8,4,0,3,178,15.0,5.0,0.0,0.0,10.0,0,0,88.0,488.0,405.0,0
54,2020-06-28,U,2443,2020,6,28,6,1,2,103,0.0,0.0,0.0,0.0,0.0,0,0,4336.0,2511.0,4385.428571428572,0
51,2023-04-12,W,979,2023,4,12,2,0,1,97,0.0,0.0,0.0,0.0,0.0,0,0,1058.0,707.0,758.5714285714286,0
17,2004-08-09,W,320,2004,8,9,0,0,2,48,15.0,5.0,0.0,0.0,10.0,0,0,662.0,348.0,448.2857142857143,0
35,2017-04-10,W,4157,2017,4,10,0,0,1,81,15.0,5.0,0.0,0.0,10.0,0,0,2405.0,5803.0,4657.714285714285,0
8,2022-09-23,W,12265,2022,9,23,4,0,3,139,0.0,0.0,0.0,0.0,0.0,0,0,13979.0,11745.0,11305.857142857143,0
82,2025-02-19,W,12842,2025,2,19,2,0,0,143,0.0,0.0,0.0,0.0,0.0,0,0,11404.0,11270.0,9848.142857142857,0
62H,2021-01-23,A,230,2021,1,23,5,1,0,116,0.0,0.0,0.0,0.0,0.0,0,0,461.0,442.0,371.57142857142856,0
53A,2017-04-28,W,8253,2017,4,28,4,0,1,101,15.0,5.0,0.0,0.0,10.0,0,0,8403.0,8401.0,7093.285714285715,1
135,2020-09-17,W,236,2020,9,17,3,0,3,28,0.0,0.0,0.0,0.0,0.0,0,0,574.0,205.0,350.42857142857144,0
9,2007-03-14,W,22265,2007,3,14,2,0,1,151,15.0,5.0,0.0,0.0,10.0,0,0,22466.0,21785.0,22273.714285714286,0
165,2013-08-20,W,77,2013,8,20,1,0,2,45,15.0,5.0,0.0,0.0,10.0,0,0,54.0,58.0,76.71428571428571,0
91,2015-01-14,W,7001,2015,1,14,2,0,0,154,15.0,5.0,0.0,0.0,10.0,0,0,6933.0,3674.0,4717.571428571428,1
85A,2010-02-19,W,947,2010,2,19,4,0,0,146,15.0,5.0,0.0,0.0,10.0,0,0,1107.0,769.0,751.8571428571429,1
27,2001-04-29,U,2509,2001,4,29,6,1,1,71,15.0,5.0,0.0,0.0,10.0,0,0,3775.0,2283.0,5300.857142857143,0
85,2015-09-06,U,5230,2015,9,6,6,1,3,145,15.0,5.0,0.0,0.0,10.0,0,0,6967.0,5024.0,8736.857142857143,0
200,2006-11-14,W,481,2006,11,14,1,0,3,59,15.0,5.0,0.0,0.0,10.0,0,0,151.0,119.0,334.0,1
88,2013-07-22,W,1183,2013,7,22,0,0,2,149,15.0,5.0,0.0,0.0,10.0,0,0,443.0,1051.0,1004.2857142857144,0
60,2014-03-04,W,11364,2014,3,4,1,0,1,114,15.0,5.0,0.0,0.0,10.0,0,0,10903.0,11975.0,10024.57142857143,0
171,2011-11-22,W,1747,2011,11,22,1,0,3,50,15.0,5.0,0.0,0.0,10.0,0,0,1798.0,2267.0,1439.2857142857142,1
57,2012-08-24,W,3131,2012,8,24,4,0,2,111,15.0,5.0,0.0,0.0,10.0,0,0,3038.0,2989.0,2562.428571428572,1
56,2015-02-28,A,5997,2015,2,28,5,1,0,109,15.0,5.0,0.0,0.0,10.0,0,0,9952.0,5768.0,8376.714285714286,0
43,2008-07-24,W,1719,2008,7,24,3,0,2,88,15.0,5.0,0.0,0.0,10.0,0,0,1680.0,1669.0,1361.857142857143,1
8A,2018-12-27,W,1793,2018,12,27,3,0,0,150,15.0,5.0,0.0,0.0,10.0,0,0,1896.0,2338.0,1905.0,0
9,2008-07-13,U,19736,2008,7,13,6,1,2,151,15.0,5.0,0.0,0.0,10.0,0,0,26186.0,19229.0,22760.285714285717,0
78,2020-05-27,W,1807,2020,5,27,2,0,1,137,0.0,0.0,0.0,0.0,0.0,0,0,1686.0,1664.0,1483.571428571429,0
20,2022-07-12,W,9028,2022,7,12,1,0,2,58,0.0,0.0,0.0,0.0,0.0,0,0,8122.0,7736.0,6864.857142857143,0
50,2003-04-20,U,2393,2003,4,20,6,1,1,96,15.0,5.0,0.0,0.0,10.0,0,0,3843.0,2896.0,6223.714285714285,0
146,2009-01-24,A,6865,2009,1,24,5,1,0,35,15.0,5.0,0.0,0.0,10.0,0,0,9129.0,7158.0,8222.857142857143,0
6,2006-02-21,W,9747,2006,2,21,1,0,0,113,15.0,5.0,0.0,0.0,10.0,0,0,7834.0,10988.0,8741.142857142857,0
4,2018-11-23,W,12516,2018,11,23,4,0,3,86,15.0,5.0,0.0,0.0,10.0,0,0,7429.0,19743.0,14904.857142857143,0
35,2008-11-05,W,6533,2008,11,5,2,0,3,81,15.0,5.0,0.0,0.0,10.0,0,0,6592.0,6391.0,5584.0,1
65,2005-01-04,W,6676,2005,1,4,1,0,0,122,15.0,5.0,0.0,0.0,10.0,0,0,6032.0,5732.0,4773.0,0
156,2020-10-29,W,746,2020,10,29,3,0,3,43,0.0,0.0,0.0,0.0,0.0,0,0,826.0,777.0,768.5714285714286,0
18,2025-09-27,A,2623,2025,9,27,5,1,3,54,0.0,0.0,0.0,0.0,0.0,0,0,3246.0,3199.0,3222.428571428572,0
28,2015-08-21,W,6549,2015,8,21,4,0,2,72,15.0,5.0,0.0,0.0,10.0,0,0,6380.0,6437.0,5302.285714285715,0
55,2015-09-27,U,7553,2015,9,27,6,1,3,106,15.0,5.0,0.0,0.0,10.0,0,0,8942.0,7357.0,11405.142857142857,0
96,2009-10-22,W,834,2009,10,22,3,0,3,161,15.0,5.0,0.0,0.0,10.0,0,0,921.0,1071.0,983.5714285714286,0
54A,2012-01-18,W,1098,2012,1,18,2,0,0,104,15.0,5.0,0.0,0.0,10.0,0,0,1103.0,1030.0,1024.571428571429,1
157,2010-08-02,W,4430,2010,8,2,0,0,2,44,15.0,5.0,0.0,0.0,10.0,0,0,4125.0,4448.0,4430.285714285715,0
126,2001-02-16,W,11281,2001,2,16,4,0,0,21,15.0,5.0,0.0,0.0,10.0,0,0,11378.0,10093.0,8680.714285714286,1
157,2025-06-27,W,3883,2025,6,27,4,0,2,44,0.0,0.0,0.0,0.0,0.0,0,0,4833.0,4510.0,4450.0,0
65,2025-02-18,W,4960,2025,2,18,1,0,0,122,0.0,0.0,0.0,0.0,0.0,0,0,3994.0,6360.0,5012.285714285715,0
103,2020-08-28,W,921,2020,8,28,4,0,2,5,0.0,0.0,0.0,0.0,0.0,0,0,905.0,907.0,756.8571428571429,0
30,2024-08-27,W,2332,2024,8,27,1,0,2,77,0.0,0.0,0.0,0.0,0.0,0,0,2393.0,2211.0,1990.857142857143,0
205,2007-06-28,W,771,2007,6,28,3,0,2,64,15.0,5.0,0.0,0.0,10.0,0,0,904.0,812.0,804.4285714285714,0
94,2011-04-17,U,3540,2011,4,17,6,1,1,157,15.0,5.0,0.0,0.0,10.0,0,0,4826.0,3596.0,8635.285714285714,0
136,2011-06-03,W,1830,2011,6,3,4,0,2,29,15.0,5.0,0.0,0.0,10.0,0,0,2308.0,2559.0,2198.5714285714284,0
82,2004-03-09,W,18837,2004,3,9,1,0,1,143,15.0,5.0,0.0,0.0,10.0,0,0,19039.0,19312.0,15854.57142857143,1
X9,2009-04-15,W,11807,2009,4,15,2,0,1,185,15.0,5.0,0.0,0.0,10.0,0,0,11432.0,9651.0,10346.714285714286,1
29,2024-10-01,W,9636,2024,10,1,1,0,3,73,0.0,0.0,0.0,0.0,0.0,0,0,7846.0,7698.0,8312.714285714286,0
100,2008-10-17,W,1190,2008,10,17,4,0,3,2,15.0,5.0,0.0,0.0,10.0,0,0,1008.0,958.0,987.2857142857144,1
7,2020-02-14,W,4976,2020,2,14,4,0,0,128,0.0,0.0,0.0,0.0,0.0,0,0,5706.0,6360.0,5773.714285714285,0
X9,2008-09-22,W,12450,2008,9,22,0,0,3,185,15.0,5.0,0.0,0.0,10.0,0,0,13793.0,13401.0,13063.57142857143,1
50,2005-09-25,U,3093,2005,9,25,6,1,3,96,15.0,5.0,0.0,0.0,10.0,0,0,5012.0,3185.0,7454.571428571428,0
44,2020-02-02,U,1082,2020,2,2,6,1,0,89,0.0,0.0,0.0,0.0,0.0,0,0,1395.0,802.0,2597.8571428571427,0
78,2014-11-15,A,5062,2014,11,15,5,1,3,137,15.0,5.0,0.0,0.0,10.0,0,0,7736.0,5143.0,7467.285714285715,0
69,2005-09-07,W,485,2005,9,7,2,0,3,126,15.0,5.0,0.0,0.0,10.0,0,0,284.0,213.0,310.1428571428572,0
120,2002-08-07,W,1526,2002,8,7,2,0,2,15,15.0,5.0,0.0,0.0,10.0,0,0,1065.0,1620.0,1407.857142857143,1
169,2004-07-13,W,365,2004,7,13,1,0,2,47,15.0,5.0,0.0,0.0,10.0,0,0,271.0,11.0,255.0,1
30,2001-09-27,W,4871,2001,9,27,3,0,3,77,15.0,5.0,0.0,0.0,10.0,0,0,4446.0,5030.0,3742.0,1
124,2023-03-09,W,720,2023,3,9,3,0,1,19,0.0,0.0,0.0,0.0,0.0,0,0,704.0,737.0,723.2857142857143,0
49B,2017-06-02,W,5459,2017,6,2,4,0,2,94,15.0,5.0,0.0,0.0,10.0,0,0,5276.0,5172.0,4548.857142857143,1
63,2001-12-14,W,22286,2001,12,14,4,0,0,117,15.0,5.0,0.0,0.0,10.0,0,0,21358.0,22559.0,19926.85714285714,1
2,2022-09-02,W,923,2022,9,2,4,0,3,57,0.0,0.0,0.0,0.0,0.0,0,0,1093.0,1218.0,1089.857142857143,0
X4,2007-10-22,W,3202,2007,10,22,0,0,3,180,15.0,5.0,0.0,0.0,10.0,0,0,2648.0,3762.0,3378.5714285714284,1
62H,2009-03-05,W,1417,2009,3,5,3,0,1,116,15.0,5.0,0.0,0.0,10.0,0,0,1174.0,1386.0,1216.857142857143,1
9,2003-06-17,W,30430,2003,6,17,1,0,2,151,15.0,5.0,0.0,0.0,10.0,0,0,29878.0,29458.0,27743.285714285717,1
95W,2012-06-08,W,5024,2012,6,8,4,0,2,160,15.0,5.0,0.0,0.0,10.0,0,0,5110.0,4940.0,4725.285714285715,1
X49,2002-04-25,W,6154,2002,4,25,3,0,1,181,15.0,5.0,0.0,0.0,10.0,0,0,4686.0,4627.0,5268.857142857143,0
77,2013-08-13,W,20895,2013,8,13,1,0,2,136,15.0,5.0,0.0,0.0,10.0,0,0,20712.0,21889.0,19370.571428571428,1
54,2008-08-07,W,9671,2008,8,7,3,0,2,103,15.0,5.0,0.0,0.0,10.0,0,0,9021.0,9034.0,9625.42857142857,0
39,2020-05-15,W,648,2020,5,15,4,0,1,85,0.0,0.0,0.0,0.0,0.0,0,0,473.0,644.0,459.7142857142857,0
56A,2012-01-18,W,927,2012,1,18,2,0,0,110,15.0,5.0,0.0,0.0,10.0,0,0,823.0,811.0,805.8571428571429,0
35,2003-03-15,A,3164,2003,3,15,5,1,1,81,15.0,5.0,0.0,0.0,10.0,0,0,6409.0,3388.0,4805.857142857143,0
6,2005-12-25,U,3154,2005,12,25,6,1,0,113,15.0,5.0,0.0,0.0,10.0,0,0,7090.0,5149.0,8146.571428571428,0
1001,2017-12-14,W,57,2017,12,14,3,0,0,3,15.0,5.0,0.0,0.0,10.0,0,0,43.0,67.0,51.0,0
62,2003-12-31,W,10369,2003,12,31,2,0,0,115,15.0,5.0,0.0,0.0,10.0,0,0,11131.0,8576.0,7980.142857142857,0
80,2018-11-29,W,11075,2018,11,29,3,0,3,140,15.0,5.0,0.0,0.0,10.0,0,0,10951.0,3443.0,7354.571428571428,0
147,2010-09-07,W,15392,2010,9,7,1,0,3,36,15.0,5.0,0.0,0.0,10.0,0,0,7982.0,15908.0,13146.0,1
28,2024-09-27,W,3407,2024,9,27,4,0,3,72,0.0,0.0,0.0,0.0,0.0,0,0,3666.0,3580.0,3356.428571428572,0
71,2012-09-29,A,8443,2012,9,29,5,1,3,130,15.0,5.0,0.0,0.0,10.0,0,0,11037.0,7969.0,9919.857142857143,0
129,2008-07-15,W,1076,2008,7,15,1,0,2,24,15.0,5.0,0.0,0.0,10.0,0,0,956.0,705.0,946.1428571428572,0
52A,2001-04-23,W,6661,2001,4,23,0,0,1,99,15.0,5.0,0.0,0.0,10.0,0,0,2134.0,5595.0,5223.714285714285,1
65,2003-08-22,W,6833,2003,8,22,4,0,2,122,15.0,5.0,0.0,0.0,10.0,0,0,6042.0,7036.0,5340.0,0
171,2009-10-26,W,1471,2009,10,26,0,0,3,50,15.0,5.0,0.0,0.0,10.0,0,0,697.0,1367.0,1112.7142857142858,1
37,2001-11-23,W,754,2001,11,23,4,0,3,83,15.0,5.0,0.0,0.0,10.0,0,0,2216.0,2631.0,2560.0,0
75,2003-12-17,W,7654,2003,12,17,2,0,0,134,15.0,5.0,0.0,0.0,10.0,0,0,7847.0,8325.0,6605.285714285715,1
54,2007-11-28,W,8861,2007,11,28,2,0,3,103,15.0,5.0,0.0,0.0,10.0,0,0,11923.0,8534.0,8315.285714285714,0
111A,2018-03-13,W,146,2018,3,13,1,0,1,10,15.0,5.0,0.0,0.0,10.0,0,0,182.0,195.0,181.7142857142857,0
50,2003-08-09,A,3872,2003,8,9,5,1,2,96,15.0,5.0,0.0,0.0,10.0,0,0,7465.0,4173.0,6002.571428571428,0
26,2018-04-18,W,4490,2018,4,18,2,0,1,70,15.0,5.0,0.0,0.0,10.0,0,0,4527.0,3988.0,4290.571428571428,1
171,2022-05-13,W,979,2022,5,13,4,0,1,50,0.0,0.0,0.0,0.0,0.0,0,0,1087.0,1044.0,865.7142857142857,0
